IDKEY,RAW_SCHOOL_CODE,BLOCK_ID,BLOCK_NAME,BLOCK_YEAR_BUILT,WALL_2020,WALL_2021,WALL_2022,WALL_2023,WIRING_2020,WIRING_2021,WIRING_2022,WIRING_2023,PILLAR_2020,PILLAR_2021,PILLAR_2022,PILLAR_2023,PAINT_2020,PAINT_2021,PAINT_2022,PAINT_2023,ENROL_DIS20,TEACHER_DIS20,ENROL_DIS21,TEACHER_DIS21,ENROL_DIS22,TEACHER_DIS22,ENROL_JUN23,TEACHER_JUN23,SCHOOL_LEVEL,SCHOOL_CODE,SCHOOL_YEAR_BUILT,SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_GRADE,SCHOOL_TYPE_CODE,FUND,COORDINATE_XX,COORDINATE_YY,WALL_TREND,WALL_RATE,WALL_AVG,WIRING_TREND,WIRING_RATE,WIRING_AVG,PILLAR_TREND,PILLAR_RATE,PILLAR_AVG,PAINT_TREND,PAINT_RATE,PAINT_AVG,BUILDING_AGE,MAINTENANCE_RISK_SCORE,AGE_RISK_SCORE,TOTAL_RISK_SCORE,RISK_LEVEL,RISK_LABEL,RAPID_DETERIORATION,PREDICTED_ISSUES,ISSUE_IMPACTS,PRIMARY_ISSUE
sdv-id-PzfxNZ,TEB3093,27,,1995.0,2.0,1.0,1.0,1,1.0,3.0,2.0,1,1.0,1.0,1.0,1.0,,1.0,,1,353,65,522,61,509,59,442,60,Rendah,TFT3001,06/05/1970,SMA KHAIRIAH,SMK,A,209,SBK,103.1578487,5.291628547,-1,-0.3,1.1,0,-0.1,1.7000000000000002,0,0.0,1.0,0,0.0,1.0,31.0,1.58,10,11.58,1,VERY_LOW,False,None,{},None
sdv-id-NTZwIn,TFT3004,21,KARISMA,1988.0,,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,,1.0,2.0,1,639,86,696,88,756,87,751,85,Menengah,TFT3004,06/12/1993,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH ABDUL MALEK,SM SABK,A,209,SK,103.1415128,5.290636349,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.3333333333333335,38.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-kurOsE,TEA3083,4,KANTIN 1,1997.0,2.0,,1.0,1,,,1.0,1,1.0,,,1.0,1.0,,1.0,1,569,43,463,42,495,43,444,42,Rendah,TEA3085,01/03/1939,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SMK,A,101,SK,103.157025,5.306974777,-1,-0.35714285714285715,1.125,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,29.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-njUdfX,TEA3125,9,KANTIN,1967.0,,,,1,4.0,,4.0,3,,5.0,,1.0,1.0,2.0,3.0,1,272,33,389,32,321,34,370,33,Menengah,TEA3125,02/22/1955,SEKOLAH MENENGAH SAINS KUALA TERENGGANU,SK,A,201,SBK,103.0598655,5.26033803,0,0.0,1.0,-1,-0.28571428571428575,3.5,-4,-2.0,2.333333333333333,0,0.1,1.7999999999999998,59.0,17.59,20,37.59,3,MEDIUM,False,Wiring (Improving),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-slNVOf,TEA3081,8,KANTIN BLOK BESTARI,1988.0,1.0,1.0,1.0,1,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,,1.0,2.0,2,1097,111,1094,114,1098,114,1078,107,Menengah,TEA3083,02/22/1971,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 2,SK,A,201,SK,103.1305313,5.322766314,0,0.0,1.0,1,0.4,1.7000000000000002,0,0.0,1.0,1,0.5,1.777777777777778,38.0,6.77,10,16.77,2,LOW,False,None,{},None
sdv-id-DISxKu,TBA3102,4,F ( KANTIN ),1984.0,2.0,2.0,2.0,1,2.0,2.0,1.0,2,2.0,,2.0,1.0,,,2.0,2,555,92,947,90,1037,86,934,88,Rendah,TBA3095,01/28/1943,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 1,SK,B,101,SK,103.1552068,5.331020525,-1,-0.3,1.6,0,-0.1,1.7000000000000002,-1,-0.2857142857142857,1.5000000000000002,0,0.0,2.0,42.0,7.67,15,22.67,2,LOW,False,None,{},None
sdv-id-XOcOmN,TEB3091,4,F ( KANTIN ),2005.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,911,99,1022,96,1029,98,995,99,Rendah,TEB3091,05/01/1969,SEKOLAH MENENGAH KEBANGSAAN CHUNG HWA WEI SIN,SK,A,201,SK,103.1181482,5.320576668,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,-1,-0.3,1.1,21.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-wIxkmu,TEA3130,8,KANTIN,1978.0,1.0,1.0,1.0,1,1.0,1.0,,1,,1.0,1.0,1.0,1.0,2.0,,1,454,49,565,48,708,46,507,46,Menengah,TEA3130,05/09/1976,SMA KHAIRIAH,SM SABK,A,206,SK,103.1367236,5.317836303,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,-0.07142857142857141,1.2857142857142856,48.0,0.0,15,15.0,2,LOW,False,None,{},None
sdv-id-UNXTYH,TBA3014,10,KANTIN 1,1973.0,2.0,2.0,1.0,1,4.0,,5.0,2,2.0,2.0,,3.0,1.0,1.0,2.0,1,270,24,325,25,259,26,334,25,Rendah,TBA3016,05/09/1917,SEKOLAH KEBANGSAAN RENGAS BEKAH,SK,A,101,SK,103.0274,5.279474058,-1,-0.4,1.3000000000000003,-2,-0.5,3.375,1,0.3571428571428571,2.5714285714285716,0,0.1,1.3,53.0,19.1,20,39.1,3,MEDIUM,False,Pillar (Deteriorating),"{""Pillar"": ""MEDIUM""}",Pillar
sdv-id-UZUJCr,TBA3007,11,KANTIN,1988.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,601,62,818,56,918,52,739,52,Rendah,TBA3007,02/06/1926,SEKOLAH KEBANGSAAN SERI NILAM,SMK,A,101,SK,103.1276973,5.33019029,0,0.0,1.0,0,0.1,1.3,0,0.0,1.0,0,0.0,1.5,38.0,0.45,10,10.45,1,VERY_LOW,False,None,{},None
sdv-id-FDgkdH,TBA3099,4,KANTIN,1993.0,2.0,2.0,,5,,,4.0,1,1.0,3.0,1.0,1.0,1.0,,1.0,2,598,115,1129,109,1123,109,915,112,Menengah,TBA3102,10/03/1971,SEKOLAH KEBANGSAAN TENGKU BARIAH,SMK,A,201,SK,103.0915741,5.238811112,3,1.0714285714285714,3.714285714285714,-3,-3.0,2.285714285714286,0,-0.2,1.4,1,0.2857142857142857,1.5000000000000002,33.0,19.92,10,29.92,2,LOW,False,Wall (Rapid Deterioration),"{""Wall"": ""MEDIUM""}",Wall
sdv-id-XfJfRI,TEA3123,6,,2008.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,1.0,2.0,2.0,1.0,1,278,31,300,30,335,31,335,30,Menengah,TEA3125,07/10/2007,SMA KHAIRIAH,SK,A,206,SK,103.0687731,5.301720396,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,-1,-0.4,1.3000000000000003,18.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-SQMLOl,TFT3004,11,KANTIN,2011.0,2.0,,1.0,1,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,,1.0,1,503,73,513,71,548,76,445,73,Menengah,TFT3003,04/25/1955,SMA (ATAS) SULTAN ZAINAL ABIDIN,SMK,A,101,SK,103.1217328,5.311307331,-1,-0.35714285714285715,1.125,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,15.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-qCHPTJ,TBA3029,7,KANTIN,1983.0,1.0,2.0,2.0,2,1.0,2.0,2.0,4,3.0,,1.0,3.0,2.0,1.0,5.0,1,203,23,300,24,242,24,253,24,Rendah,TBA3029,09/28/1945,SEKOLAH KEBANGSAAN RENGAS BEKAH,SK,A,101,SK,103.1362474,5.294486713,1,0.3,1.9000000000000001,3,0.9,2.7,0,-0.14285714285714282,2.25,-1,0.1,2.3,43.0,32.63,15,47.63,3,MEDIUM,True,"Wiring (Rapid Deterioration), Pillar","{""Wiring"": ""MEDIUM"", ""Pillar"": ""LOW""}",Wiring
sdv-id-iMwKQQ,TBA3061,4,KANTIN,1971.0,1.0,1.0,1.0,1,4.0,,4.0,2,1.0,1.0,1.0,1.0,,1.0,1.0,1,184,25,313,26,262,25,278,24,Rendah,TBA3065,03/12/1968,SEKOLAH KEBANGSAAN PULAU MANIS,SMK,B,102,SK,103.0865492,5.313053501,0,0.0,1.0,-2,-0.5714285714285714,3.0000000000000004,0,0.0,1.0,0,0.0,1.0,55.0,7.37,20,27.37,2,LOW,False,None,{},None
sdv-id-kmnTlv,TEA3119,3,KANTIN,2003.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,,2.0,1.0,1.0,,1.0,1,665,82,814,78,949,82,763,83,Menengah,TEA3120,10/10/1979,SEKOLAH MENENGAH KEBANGSAAN BUKIT BESAR,SK,A,102,SK,103.1397823,5.317400663,-1,-0.3,1.1,0,0.0,1.0,0,0.07142857142857141,1.375,0,0.0,1.0,23.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-IWcpIY,TBA3066,6,KANTIN,1955.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2,,1.0,1.0,1.0,2.0,2.0,2.0,1,242,29,318,30,238,30,274,29,Rendah,TBA3066,07/10/1931,SEKOLAH KEBANGSAAN KAMPONG TENGAH,SK,A,101,SK,103.0274,5.308231465,0,-0.1,1.2000000000000002,1,0.3,1.4000000000000001,0,0.0,1.0,-1,-0.3,1.6,71.0,4.14,20,24.14,2,LOW,False,None,{},None
sdv-id-Urslwn,TEA3118,12,KANTIN,1961.0,2.0,,1.0,2,,,1.0,2,1.0,,1.0,1.0,2.0,1.0,2.0,1,872,91,1044,91,856,93,977,92,Rendah,TEA3119,06/25/1926,SEKOLAH MENENGAH KEBANGSAAN PADANG MIDIN,SK,A,101,SK,103.1472928,5.317192455,0,-0.07142857142857141,1.625,1,1.0,1.5714285714285716,0,0.0,1.0,-1,-0.2,1.4,65.0,7.67,20,27.67,2,LOW,True,None,{},None
sdv-id-LxEJJh,TEA3112,1,Blok Kantin,2000.0,,1.0,1.0,1,1.0,1.0,1.0,1,,1.0,1.0,1.0,2.0,2.0,1.0,1,405,58,532,55,736,54,571,54,Rendah,TEA3118,09/15/1991,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL,SM SABK,B,209,SK,103.1258204,5.305409837,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,-1,-0.4,1.3000000000000003,26.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-uwcwmp,TFT3001,10,Blok Kantin,1995.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1,271,41,376,40,517,39,437,41,Rendah,TFT3002,02/03/1987,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI MOHD SAID,SK,A,101,SBK,103.0673409,5.21975,-1,-0.3,1.1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,31.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-ZFtmNI,TBA3032,7,KANTIN,1989.0,1.0,1.0,1.0,1,2.0,3.0,3.0,2,,1.0,1.0,1.0,,1.0,5.0,1,264,28,428,29,405,28,426,30,Rendah,TBA3029,11/12/1997,SEKOLAH KEBANGSAAN GELUGOR,SK,A,101,SK,103.1191209,5.286472036,0,0.0,1.0,0,0.0,2.5,0,0.0,1.0,0,0.0,2.3333333333333335,37.0,4.66,10,14.66,1,VERY_LOW,False,None,{},None
sdv-id-rmJHGo,TBA3102,9,KANTIN,1993.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,285,36,359,36,393,37,344,38,Rendah,TBA3094,03/17/1941,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA WEI SIN,SK,A,201,SBK,103.028095,5.305923331,1,0.3,1.4000000000000001,0,0.0,1.0,0,0.0,1.0,-1,-0.3,1.1,33.0,2.11,10,12.11,1,VERY_LOW,False,None,{},None
sdv-id-MIFzNv,TEA3081,11,E,2011.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1,210,24,205,25,201,24,189,24,Rendah,TEA3085,05/27/1991,SEKOLAH MENENGAH KEBANGSAAN BUKIT BESAR,SMK,A,201,SK,103.1514326,5.280874301,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.3,2.4,15.0,0.45,3,3.45,1,VERY_LOW,False,None,{},None
sdv-id-haoZpd,TEA3125,7,AL_BUKHARI/KANTIN LAMA,1987.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0,2.0,,1,176,25,195,25,176,25,176,23,Rendah,TEA3128,06/26/1979,SEKOLAH MENENGAH KEBANGSAAN DATO' HAJI MOHD SAID,SMK,A,209,SK,103.0274,5.296942041,0,0.0,1.0,1,0.3,1.4000000000000001,0,0.0,1.0,-1,-0.35714285714285715,1.4285714285714284,39.0,3.68,10,13.68,1,VERY_LOW,False,None,{},None
sdv-id-BrFyEN,TEB3091,8,BLOK H,1997.0,2.0,1.0,2.0,1,2.0,1.0,2.0,1,1.0,2.0,,1.0,1.0,,1.0,1,201,43,283,42,294,43,280,40,Menengah,TEB3091,08/27/1988,SEKOLAH MENENGAH KEBANGSAAN PADANG NEGARA,SJKC,A,201,SK,103.0895881,5.289520615,-1,-0.2,1.4,-1,-0.2,1.4,0,-0.07142857142857141,1.2857142857142856,0,0.0,1.0,29.0,0.0,6,6.0,1,VERY_LOW,False,None,{},None
sdv-id-oUfDPz,TBA3016,4,,1992.0,1.0,1.0,,1,,2.0,,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,867,58,909,58,884,56,899,55,Rendah,TBA3016,05/06/1926,SEKOLAH KEBANGSAAN PASIR PANJANG,SK,A,101,SK,103.1177188,5.302424682,0,0.0,1.0,2,1.0,3.333333333333333,0,0.0,1.0,1,0.3,1.4000000000000001,34.0,21.05,10,31.05,3,MEDIUM,True,Wiring (Rapid Deterioration),"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-VHAcJG,TBA3036,6,KANTIN,1939.0,1.0,,,2,4.0,,,4,,,1.0,2.0,2.0,,1.0,1,324,25,389,26,250,26,315,26,Rendah,TBA3032,04/06/1928,SEKOLAH KEBANGSAAN PUSAT CHABANG TIGA,SK,A,101,SK,103.0320316,5.26915305,1,0.3333333333333333,1.8,0,0.0,4.0,1,1.0,1.5714285714285716,-1,-0.35714285714285715,1.125,87.0,28.57,20,48.57,3,MEDIUM,True,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-DQDdGd,TBA3061,9,,1985.0,1.0,1.0,1.0,1,1.0,1.0,4.0,1,1.0,1.0,1.0,2.0,1.0,1.0,,1,315,26,343,27,283,27,310,26,Menengah,TBA3062,08/06/1953,SEKOLAH KEBANGSAAN ATAS TOL,SMK,B,101,SK,103.1343496,5.304291204,0,0.0,1.0,0,0.3,1.9,1,0.3,1.4000000000000001,0,0.0,1.0,41.0,4.74,15,19.740000000000002,2,LOW,False,None,{},None
sdv-id-cHoCeg,TBB3089,9,KANTIN,2000.0,1.0,1.0,1.0,2,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2,1481,107,1254,110,859,114,1144,110,Rendah,TBB3088,02/10/1922,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SMK,A,201,SK,103.1203258,5.32099071,1,0.3,1.4000000000000001,0,0.0,1.0,1,0.3,1.4000000000000001,0,0.0,1.5,26.0,6.47,6,12.469999999999999,1,VERY_LOW,False,None,{},None
sdv-id-OdzILi,TEA3117,12,KANTIN,1985.0,1.0,,1.0,1,1.0,1.0,1.0,1,,,1.0,1.0,2.0,1.0,1.0,2,456,63,433,63,367,64,439,61,Rendah,TEA3118,03/24/1950,SEKOLAH MENENGAH KEBANGSAAN CHENDERING,SM SABK,A,209,SK,103.1421741,5.329022915,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.5,41.0,1.2,15,16.2,2,LOW,False,None,{},None
sdv-id-qmJwwU,TBA3016,7,KANTIN,1959.0,1.0,1.0,2.0,2,2.0,,4.0,2,3.0,,3.0,2.0,1.0,1.0,1.0,1,615,43,695,45,483,45,588,46,Rendah,TBA3015,01/08/1924,SEKOLAH KEBANGSAAN PALOH,SK,A,101,SK,103.1578744,5.26133571,1,0.4,1.7000000000000002,0,0.14285714285714282,2.75,-1,-0.28571428571428575,2.5,0,0.0,1.0,67.0,13.98,20,33.980000000000004,3,MEDIUM,False,None,{},None
sdv-id-LEcATc,TFT3001,11,KANTIN 1,1997.0,,1.0,5.0,1,,,,4,,2.0,1.0,1.0,1.0,,1.0,2,552,83,572,78,826,77,607,78,Menengah,TFT3001,09/02/1966,SMA KHAIRIAH,SMK,A,101,SBK,103.1387052,5.31247825,0,0.0,2.3333333333333335,0,0.0,4.0,-1,-0.5,1.2222222222222223,1,0.2857142857142857,1.5000000000000002,29.0,23.46,6,29.46,2,LOW,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-Lzhxir,TBA3063,8,KANTIN,2013.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,,1.0,1,804,81,856,79,885,80,867,80,Rendah,TBA3065,10/20/1961,SEKOLAH KEBANGSAAN DURIAN BURUNG,SK,A,101,SK,103.1462511,5.288342477,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,13.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-rfoHgx,TEA3130,7,BLOK H,2002.0,2.0,,1.0,1,2.0,1.0,1.0,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1161,84,1232,82,1242,82,1252,81,Rendah,TEB3091,01/05/1985,SEKOLAH MENENGAH KEBANGSAAN PADANG NEGARA,SK,A,201,SK,103.1593415,5.25645872,-1,-0.35714285714285715,1.125,0,0.0,1.5,0,0.1,1.3,0,0.0,1.0,24.0,4.21,6,10.21,1,VERY_LOW,False,None,{},None
sdv-id-qoFjLn,TBA3032,4,KANTIN SEKOLAH,1990.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1,1.0,,1.0,1.0,1.0,1.0,2.0,2,898,69,1047,69,1012,70,1029,68,Rendah,TBA3036,11/01/1981,SEKOLAH KEBANGSAAN KAMPONG TENGAH,SK,A,201,SK,103.1101552,5.305464142,0,0.0,1.0,0,0.1,1.3,0,0.0,1.0,1,0.4,1.7000000000000002,36.0,1.5,10,11.5,1,VERY_LOW,False,None,{},None
sdv-id-PsZWGZ,TBA3005,11,KANTIN,1994.0,1.0,1.0,1.0,1,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1062,66,1032,60,1089,61,934,64,Rendah,TBA3004,09/17/1933,SEKOLAH KEBANGSAAN PUSAT BUKIT BESAR,SK,A,101,SK,103.1429826,5.304071676,0,0.0,1.0,-2,-0.6,1.2000000000000002,0,0.0,1.0,-1,-0.3,1.1,32.0,0.0,10,10.0,1,VERY_LOW,False,None,{},None
sdv-id-rvVcgy,TBA3036,8,KANTIN,2008.0,1.0,2.0,1.0,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,,2.0,1.0,1,1164,117,1297,117,1227,118,1342,114,Menengah,TBA3041,05/15/1987,SEKOLAH KEBANGSAAN PULAU MANIS,SK,A,101,SK,103.104397,5.233225999,0,-0.1,1.2000000000000002,0,0.1,1.3,0,0.0,1.0,-1,-0.5,1.2222222222222223,18.0,0.0,3,3.0,1,VERY_LOW,False,None,{},None
sdv-id-zeZCZE,TEA3130,11,KANTIN,1995.0,2.0,,1.0,2,,2.0,1.0,1,,,1.0,3.0,,1.0,1.0,1,556,31,458,33,360,35,441,30,Rendah,TEB3091,10/19/1990,SEKOLAH MENENGAH KEBANGSAAN TENGKU MUHAMMAD ISMAIL,SK,A,101,SK,103.1214333,5.294795247,0,-0.07142857142857141,1.625,-1,-0.5,1.2222222222222223,2,2.0,2.1428571428571432,0,0.0,1.0,31.0,12.33,10,22.33,2,LOW,True,Pillar (Rapid Deterioration),"{""Pillar"": ""LOW""}",Pillar
sdv-id-kUgCaC,TBA3018,4,KANTIN,1987.0,1.0,1.0,1.0,1,4.0,3.0,,1,,,2.0,1.0,,1.0,,1,170,18,202,19,180,19,181,19,Menengah,TBA3018,02/20/1977,SEKOLAH KEBANGSAAN PUSAT CHABANG TIGA,SK,A,101,SK,103.031883,5.302664004,0,0.0,1.0,-3,-1.0,1.9999999999999998,-1,-1.0,1.4285714285714286,0,0.0,1.0,39.0,1.58,10,11.58,1,VERY_LOW,False,None,{},None
sdv-id-iEnxLY,TBB3090,3,KANTIN,1981.0,2.0,2.0,,1,,,3.0,1,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1,1258,95,1296,94,1358,94,1257,98,Rendah,TBC3094,05/29/1976,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 2,SK,A,201,SK,103.1669246,5.236410747,-1,-0.35714285714285715,1.4285714285714284,-2,-2.0,1.857142857142857,-1,-0.1,3.2,0,0.0,1.0,45.0,7.89,15,22.89,2,LOW,False,None,{},None
sdv-id-wIAzEh,TEB3092,1,BLOK B (KANTIN),1994.0,1.0,1.0,5.0,2,1.0,,2.0,5,1.0,,2.0,2.0,1.0,2.0,1.0,1,644,37,583,38,392,41,570,35,Rendah,TEB3092,07/23/1972,SMA SULTAN ZAINAL ABIDIN LADANG,SMK,A,209,SK,103.1145811,5.298359002,1,0.7,2.6,4,1.2142857142857142,3.375,1,0.35714285714285715,1.875,0,-0.1,1.2000000000000002,32.0,36.69,10,46.69,3,MEDIUM,True,Wiring (Rapid Deterioration),"{""Wiring"": ""HIGH""}",Wiring
sdv-id-zBfBXi,TBA3061,8,KANTIN,1980.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2,1.0,,1.0,2.0,2.0,1.0,1.0,1,619,74,736,72,605,73,639,72,Rendah,TBA3062,01/16/1937,SEKOLAH KEBANGSAAN BANGGOL PERADONG,SMK,A,101,SK,103.0649423,5.28085467,0,0.0,1.0,1,0.3,1.4000000000000001,1,0.2857142857142857,1.5000000000000002,-1,-0.3,1.1,46.0,8.2,15,23.2,2,LOW,False,None,{},None
sdv-id-axtCil,TBA3089,7,KANTIN,1994.0,1.0,2.0,1.0,1,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1441,107,1377,107,1111,109,1212,106,Menengah,TBA3090,11/29/1923,SEKOLAH MENENGAH KEBANGSAAN MEGAT PANJI ALAM,SMK,A,102,SK,103.1586032,5.327178665,0,-0.1,1.2000000000000002,0,-0.1,1.2000000000000002,0,0.0,1.0,0,0.2,1.6,32.0,0.45,10,10.45,1,VERY_LOW,False,None,{},None
sdv-id-sITOga,TBA3092,7,KANTIN,1991.0,2.0,,1.0,1,,,3.0,3,2.0,,2.0,1.0,1.0,,1.0,1,416,60,612,61,573,63,565,67,Rendah,TBA3090,06/23/1981,SEKOLAH KEBANGSAAN BUKIT BAYAS,SM SABK,B,201,SK,103.1440705,5.296280471,-1,-0.35714285714285715,1.125,0,0.0,3.0000000000000004,-1,-0.2857142857142857,1.5000000000000002,0,0.0,1.0,35.0,13.98,10,23.98,2,LOW,False,Wiring,"{""Wiring"": ""MEDIUM""}",Wiring
sdv-id-JgTOTr,TEA3119,5,KANTIN,1989.0,1.0,1.0,1.0,1,,,5.0,5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2,612,64,553,63,787,62,635,65,Rendah,TEA3118,04/18/1963,SEKOLAH MENENGAH SAINS KUALA TERENGGANU,SMK,A,101,SK,103.1594126,5.31811349,0,0.0,1.0,0,0.0,5.0,0,0.0,1.0,1,0.4,1.7000000000000002,37.0,30.98,10,40.980000000000004,3,MEDIUM,False,Wiring,"{""Wiring"": ""HIGH""}",Wiring
sdv-id-PtLSla,TBA3038,6,KANTIN,1981.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1,329,27,382,28,338,28,390,27,Rendah,TBA3038,02/02/1932,SEKOLAH KEBANGSAAN BANGGOL KATONG,SK,A,101,SK,103.1530535,5.319720492,0,0.0,1.0,0,0.0,1.0,0,0.2,1.6,0,0.0,1.0,45.0,1.35,15,16.35,2,LOW,False,None,{},None
sdv-id-Uzufeh,TBA3009,6,,1965.0,,2.0,2.0,1,2.0,1.0,2.0,2,2.0,,1.0,1.0,1.0,2.0,1.0,1,162,16,190,17,188,17,179,17,Rendah,TBA3009,08/11/1961,SEKOLAH KEBANGSAAN GONG KAPAS,SK,A,101,SK,103.0694436,5.308168028,-1,-0.5,1.5555555555555554,0,0.1,1.8,-1,-0.35714285714285715,1.125,0,-0.1,1.2000000000000002,61.0,5.11,20,25.11,2,LOW,False,None,{},None
sdv-id-KpHbDK,TEA3081,12,BLOK H,1997.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1,1.0,3.0,,1.0,1.0,,1.0,1,474,74,673,72,527,71,629,70,Rendah,TEA3083,10/05/1968,SEKOLAH MENENGAH KEBANGSAAN HAJI ABDUL RAHMAN LIMBONG,SMK,A,201,SK,103.1042489,5.286845194,0,0.0,1.0,0,0.1,1.3,0,-0.14285714285714288,1.5714285714285714,0,0.0,1.0,29.0,1.35,6,7.35,1,VERY_LOW,False,None,{},None
sdv-id-rVOZGJ,TBA3090,4,BLOK KANTIN,1997.0,,3.0,,2,,,,2,2.0,3.0,,3.0,2.0,1.0,1.0,2,447,53,525,50,459,51,483,52,Rendah,TBA3092,04/02/1942,SEKOLAH KEBANGSAAN SERI BUDIMAN 2,SK,A,101,SK,103.0626466,5.288944212,-1,-0.5,2.333333333333333,0,0.0,2.0,1,0.28571428571428575,2.8571428571428568,0,0.0,1.5,29.0,19.55,6,25.55,2,LOW,False,Pillar (Deteriorating),"{""Pillar"": ""MEDIUM""}",Pillar
sdv-id-xseBEr,TBB3088,14,,1972.0,,2.0,,2,2.0,2.0,2.0,1,1.0,1.0,1.0,1.0,,1.0,2.0,1,618,99,785,98,861,98,749,95,Menengah,TBB3090,05/17/1944,SEKOLAH KEBANGSAAN SULTAN SULAIMAN 1,SK,A,201,SK,103.1266233,5.298550118,0,0.0,2.0,-1,-0.3,1.6,0,0.0,1.0,0,0.0,1.3333333333333335,54.0,3.98,20,23.98,2,LOW,False,None,{},None
sdv-id-esZljP,TBA3038,7,KANTIN,1986.0,1.0,1.0,1.0,2,3.0,,2.0,5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,283,28,346,29,304,28,303,27,Rendah,TBA3060,05/10/1934,SEKOLAH KEBANGSAAN TOK DIR,SK,A,101,SK,103.1210484,5.242509976,1,0.3,1.4000000000000001,2,0.5,3.6249999999999996,0,0.0,1.0,-1,-0.4,1.3000000000000003,40.0,30.53,15,45.53,3,MEDIUM,True,Wiring (Rapid Deterioration),"{""Wiring"": ""HIGH""}",Wiring
